brand,year,fuel_type,transmission,engine_size,mileage,doors,owner_count,price
Toyota,2018,Petrol,Automatic,1.7,117294,5,3,28035
Ford,2014,Petrol,Automatic,3.8,188246,2,4,23187
Ford,2021,Electric,Automatic,3.8,138972,5,4,40651
Honda,2008,Electric,Automatic,1.4,124139,5,4,23593
Ford,2012,Electric,Automatic,2.2,25924,4,1,38603
Toyota,2005,Electric,Automatic,1.1,111773,4,3,22111
Hyundai,2009,Diesel,Automatic,1.8,177168,4,2,17741
Hyundai,2011,Petrol,Manual,2.6,138628,2,2,21268
Toyota,2020,Petrol,Manual,1.6,160145,5,4,24192
Hyundai,2018,Diesel,Automatic,1.5,143227,2,4,24838
Honda,2010,Electric,Manual,4.0,97639,2,3,31618
Honda,2011,Petrol,Automatic,2.8,177738,2,2,21713
Ford,2011,Electric,Automatic,2.5,196239,2,3,26688
Hyundai,2011,Electric,Manual,2.5,63429,4,2,32828
Hyundai,2022,Petrol,Manual,3.6,145576,2,4,30921
Honda,2015,Diesel,Manual,2.9,98823,5,3,26358
Toyota,2019,Petrol,Automatic,4.0,176556,5,4,29172
Hyundai,2006,Diesel,Manual,3.5,144498,4,4,14775
Toyota,2020,Diesel,Automatic,1.7,167367,4,4,26031
Ford,2015,Petrol,Automatic,1.3,46236,4,1,30788
Toyota,2007,Diesel,Manual,2.2,159390,2,1,16930
Honda,2012,Diesel,Manual,2.9,55696,2,3,25515
BMW,2010,Electric,Automatic,2.5,18899,5,3,44555
Honda,2023,Petrol,Manual,2.0,44033,5,3,35298
Hyundai,2022,Petrol,Automatic,4.3,117885,4,2,38705
BMW,2018,Petrol,Automatic,1.9,65349,4,2,42532
Ford,2018,Petrol,Manual,2.5,55019,4,4,29249
Hyundai,2018,Petrol,Automatic,1.2,97377,5,4,26531
Toyota,2020,Petrol,Automatic,1.0,82152,2,1,33392
Honda,2016,Diesel,Automatic,4.4,14946,4,3,36552
BMW,2010,Petrol,Automatic,3.2,115482,4,4,31625
BMW,2020,Electric,Manual,4.2,158523,2,4,47473
BMW,2024,Diesel,Manual,3.3,131959,2,4,43002
Hyundai,2024,Petrol,Manual,2.4,56964,2,4,34951
BMW,2017,Electric,Manual,1.9,67226,2,1,48938
Honda,2007,Diesel,Manual,3.5,149857,5,3,17007
Ford,2017,Petrol,Manual,3.9,32327,5,3,33683
BMW,2014,Petrol,Automatic,3.9,93345,2,3,39632
Audi,2019,Electric,Manual,1.1,75996,5,4,44400
Ford,2020,Electric,Manual,2.9,42034,2,1,45198
Hyundai,2009,Petrol,Manual,1.7,101924,4,4,16303
Ford,2019,Diesel,Automatic,2.6,104973,2,1,34451
Hyundai,2019,Diesel,Automatic,3.6,183049,2,3,29547
BMW,2022,Diesel,Automatic,1.8,143048,4,3,40947
Ford,2021,Diesel,Automatic,2.0,37524,4,2,37123
Honda,2016,Diesel,Manual,3.5,38719,5,2,33064
Toyota,2009,Diesel,Manual,4.3,107868,4,2,24206
Hyundai,2010,Electric,Automatic,1.2,65745,2,3,29612
Ford,2011,Electric,Manual,4.2,56893,2,2,36555
Toyota,2016,Electric,Automatic,1.9,151143,5,2,34242
Toyota,2011,Electric,Automatic,3.0,194513,2,1,30774
Ford,2007,Electric,Automatic,2.1,172826,2,4,21558
Ford,2017,Petrol,Manual,2.1,187425,5,2,23828
Hyundai,2016,Electric,Manual,4.4,32506,2,3,41674
Honda,2007,Electric,Manual,4.3,168182,4,4,24190
Ford,2006,Electric,Automatic,2.1,45921,5,3,28403
Toyota,2014,Electric,Manual,4.0,89546,5,3,36022
Audi,2017,Diesel,Automatic,2.3,131169,2,4,36041
Ford,2015,Diesel,Manual,1.6,143568,5,2,23021
Toyota,2007,Diesel,Automatic,4.2,153048,5,4,18747
Hyundai,2012,Petrol,Manual,2.3,19262,2,1,29136
Ford,2017,Diesel,Automatic,1.3,34047,4,1,33397
Honda,2021,Electric,Manual,2.4,93739,4,4,38113
BMW,2007,Petrol,Automatic,2.9,132437,5,3,28678
Honda,2023,Petrol,Manual,4.0,24325,4,1,43283
Ford,2024,Electric,Automatic,3.3,190815,2,3,41559
Toyota,2006,Petrol,Automatic,4.3,93870,2,1,25406
Ford,2018,Diesel,Automatic,1.8,132215,2,1,30489
Ford,2022,Electric,Automatic,4.2,93493,2,4,44725
Honda,2024,Diesel,Manual,1.7,72318,2,1,37284
Honda,2015,Electric,Automatic,2.2,90178,4,4,33891
Audi,2016,Diesel,Manual,1.2,193998,2,2,30700
BMW,2014,Petrol,Manual,3.6,135454,2,2,36427
Ford,2020,Diesel,Automatic,3.9,12359,4,2,41182
Honda,2024,Diesel,Automatic,2.0,28240,4,4,37588
Hyundai,2006,Petrol,Manual,1.2,136811,2,3,12059
Ford,2005,Electric,Manual,1.8,175710,4,3,18314
Hyundai,2011,Petrol,Manual,2.0,165089,5,4,15745
Toyota,2016,Electric,Manual,2.2,180805,4,3,29859
BMW,2015,Diesel,Manual,3.9,179514,5,3,34324
Hyundai,2017,Diesel,Automatic,1.3,184662,5,2,24366
BMW,2024,Diesel,Manual,3.1,46584,2,3,48370
Hyundai,2006,Petrol,Automatic,1.6,19589,5,4,19220
Hyundai,2010,Diesel,Automatic,4.1,170217,2,3,22189
Ford,2013,Petrol,Manual,1.3,44029,5,4,22398
Toyota,2019,Petrol,Manual,4.4,174556,4,4,28072
Toyota,2005,Electric,Manual,2.3,31092,4,2,28045
Audi,2022,Electric,Automatic,2.2,131788,5,1,53310
BMW,2021,Petrol,Automatic,2.4,189441,5,1,41827
BMW,2017,Diesel,Manual,1.2,106183,2,2,36090
Honda,2012,Diesel,Automatic,4.1,126575,5,2,27871
Ford,2009,Petrol,Automatic,1.7,189975,2,1,18401
